document_id,category,title,content,keywords
KB000137,Subscription and Plans,Review Your Plan Comparison: A Simple Guide,You can compare plans on Desktop side by side on the pricing page to see which features are included at each tier.,"compare plans, pricing details, feature comparison"
KB000138,Authentication,How to Set Up Your Authenticator App on the Website,"Setting up an authenticator app on the Website takes only a minute and improves your account security. Download a supported authenticator app, scan the QR code shown in your security settings, and enter the six digit code it generates to confirm the link.","set up authenticator app, enable authenticator app, google authenticator, totp setup"
KB000139,Privacy and Security,Everything You Need to Know About Terms of Service on the Website,The current terms of service for the Website are available in the legal section of your account and outline the rules for using the product.,"terms of service, user agreement, legal terms"
KB000140,Orders and Shipping,Everything You Need to Know About Order Cancellation on Android,"Orders can be canceled on Android within a short window after purchase, as long as the item has not already shipped. Go to order history and select cancel order.","cancel order, stop shipment, order cancellation window"
KB000141,Billing and Payments,Request Your Tax Invoice: A Simple Guide,A formal tax invoice can be requested from Desktop through the billing help center. Provide your billing details and the invoice will be generated and emailed to you.,"tax invoice, vat invoice, billing receipt request"
KB000142,General FAQ,How to Explore Your Feature Overview on the Website,"A full feature overview for the Website is available in the help center, covering everything from basic setup to advanced tools.","feature overview, what can it do, product features"
KB000143,Orders and Shipping,Check Your Out of Stock: A Simple Guide,"If an item is out of stock on iOS, you can turn on restock notifications to be emailed as soon as it becomes available again.","out of stock, restock notification, item unavailable"
KB000144,General FAQ,Learn Your Getting Started: A Simple Guide,"Getting started with Android takes only a minute. Create your account, complete your profile, and explore the quick tour to learn the basics.","getting started, new user guide, quick start"
KB000145,Account Management,How to Update Your Profile Picture on Android,"Updating your profile picture on Android is simple: open your profile, select the current image, and upload a new photo from your device.","update profile picture, change avatar, upload photo"
KB000146,Technical Support,Submit Your Bug Report: A Simple Guide,"If you find a bug on Desktop, use the report a problem option in settings and include steps to reproduce it. Screenshots help our team resolve issues faster.","report a bug, submit feedback, app issue report"
KB000147,Billing and Payments,Understand Your Subscription Charge: A Simple Guide,"Subscription charges on the Mobile App appear on the billing date shown in your account settings. If a charge looks unfamiliar, review your active plans and linked family or team members before contacting support.","unexpected charge, subscription billing, recurring payment, billing cycle"
KB000148,Technical Support,How to Fix Your App Crashing on Desktop,"If Desktop keeps crashing, start by updating to the latest version, then restart your device. Clearing the app cache or reinstalling it often resolves crashes caused by corrupted temporary files.","app crashing, app keeps closing, force close, app not responding"
KB000149,General FAQ,Pricing Checking: Step by Step,"You can check current pricing for the Website at any time on the pricing page, which lists every plan and its included features.","check pricing, pricing details, plan cost"
KB000150,Billing and Payments,How to Change Your Currency on the Website,You can change your billing currency on the Website from your account preferences. Note that pricing may vary slightly by region due to exchange rates and local taxes.,"change currency, billing currency, pricing region"
KB000151,General FAQ,How to Track Your Common Questions on Desktop,This article explains what your most common question about Desktop usually covers and links to detailed guides for each topic.,"common question, faq, help topics"
KB000152,Billing and Payments,Request Your Tax Invoice: A Simple Guide,A formal tax invoice can be requested from the Mobile App through the billing help center. Provide your billing details and the invoice will be generated and emailed to you.,"tax invoice, vat invoice, billing receipt request"
KB000153,Account Management,How to Use Your Account Recovery on the Website,"If you lose access to your account on the Website, the account recovery flow will ask you to verify your identity using a backup email, phone number, or security questions.","account recovery, recover lost account, identity verification"
KB000154,General FAQ,Language Settings Changing: Step by Step,You can change the display language for Desktop from your account preferences at any time.,"change language, language settings, localization"
KB000155,Billing and Payments,Invoice Accessing: Step by Step,"You can view and download your invoices from the Website at any time under the billing section of your account. Each invoice lists the charge date, amount, and payment method used, and can be exported as a PDF for your records.","download invoice, view billing history, receipt, invoice pdf"
KB000156,General FAQ,How to Check Your Accessibility on the Website,"Accessibility options for the Website include screen reader support, adjustable text size, and high contrast display modes.","accessibility options, screen reader support, text size"
KB000157,Orders and Shipping,Everything You Need to Know About Shipping Cost on Android,"Shipping costs on Android are calculated at checkout based on your location, order weight, and chosen delivery speed.","shipping cost, delivery fee, free shipping threshold"
KB000158,Account Management,Everything You Need to Know About Username on Desktop,"Your username can be changed once every thirty days on Desktop from the profile settings page. Choose something unique, as usernames cannot be reused once released.","change username, update display name"
KB000159,Technical Support,How to Improve Your Slow Performance on Desktop,"Slow performance on Desktop can usually be improved by closing background apps, checking your internet connection speed, and clearing cached data from the settings menu.","app running slow, performance issue, lag, loading slowly"
KB000160,Privacy and Security,Terms of Service Reading: Step by Step,The current terms of service for Desktop are available in the legal section of your account and outline the rules for using the product.,"terms of service, user agreement, legal terms"
KB000161,Subscription and Plans,How to Apply Your Student Discount on the Website,A student discount can be applied on the Website by verifying your student status through the verification partner linked in your billing settings.,"student discount, education pricing, verify student status"
KB000162,General FAQ,Common Questions Tracking: Step by Step,This article explains what your most common question about the Mobile App usually covers and links to detailed guides for each topic.,"common question, faq, help topics"
KB000163,Technical Support,Error Codes Understanding: Step by Step,"Error codes shown on Android usually include a short reference number. Search the help center for that code, or contact support with a screenshot for a faster diagnosis.","error code meaning, what does this error mean, troubleshoot error"
KB000164,Technical Support,App Update Installing: Step by Step,Updating iOS to the newest version brings bug fixes and performance improvements. Enable automatic updates in your app store settings so you never miss one.,"update app, latest version, app update available"
KB000165,General FAQ,Getting Started Learning: Step by Step,"Getting started with iOS takes only a minute. Create your account, complete your profile, and explore the quick tour to learn the basics.","getting started, new user guide, quick start"
KB000166,Orders and Shipping,Delayed Shipment Checking: Step by Step,"If your shipment on Android is running later than expected, check the tracking page for the latest carrier update before reaching out, since most delays resolve within a few days.","delayed shipment, late delivery, package delayed"
KB000167,Authentication,Account Lockout Resolving: Step by Step,"Repeated failed sign-in attempts on Desktop can temporarily lock your account as a security measure. Wait for the cooldown period to pass, or use the account recovery flow to verify your identity and regain access sooner.","account locked, too many attempts, unlock account, temporary lockout"
KB000168,Orders and Shipping,Everything You Need to Know About Order Cancellation on the Website,"Orders can be canceled on the Website within a short window after purchase, as long as the item has not already shipped. Go to order history and select cancel order.","cancel order, stop shipment, order cancellation window"
KB000169,Authentication,How to Resolve Your Account Lockout on the Mobile App,"Repeated failed sign-in attempts on the Mobile App can temporarily lock your account as a security measure. Wait for the cooldown period to pass, or use the account recovery flow to verify your identity and regain access sooner.","account locked, too many attempts, unlock account, temporary lockout"
KB000170,Subscription and Plans,How to Set Up Your Family Plan on the Mobile App,Setting up a family plan on the Mobile App lets you add multiple members under a single subscription and shared billing.,"family plan, shared subscription, add family member"
KB000171,General FAQ,Explore Your Feature Overview: A Simple Guide,"A full feature overview for iOS is available in the help center, covering everything from basic setup to advanced tools.","feature overview, what can it do, product features"
KB000172,General FAQ,How to Learn Your Contacting Support on Desktop,"You can contact support for Desktop through live chat, email, or the help center contact form for faster help with account specific issues.","contact support, customer service, get help"
KB000173,Account Management,Use Your Account Recovery: A Simple Guide,"If you lose access to your account on iOS, the account recovery flow will ask you to verify your identity using a backup email, phone number, or security questions.","account recovery, recover lost account, identity verification"
KB000174,Technical Support,How to Resolve Your Sync Issues on Android,"If your data is not syncing on Android, confirm you are signed into the same account on all devices and that background sync is enabled in your settings.","sync not working, data not syncing, sync error"
KB000175,Billing and Payments,Update Your Payment Method: A Simple Guide,"Updating your payment method on the Website only takes a moment. Open your billing settings, remove the expired card, and add a new card or payment option. Future charges will automatically use the updated method.","update payment method, change credit card, add payment option, expired card"
KB000176,Billing and Payments,Refund Check Statusing: Step by Step,"You can check your refund status on the Mobile App in the billing history section. Refunds are typically processed within five to ten business days, though your bank may take longer to reflect the credit.","refund status, refund process, money back, pending refund"
KB000177,Account Management,Username Changing: Step by Step,"Your username can be changed once every thirty days on iOS from the profile settings page. Choose something unique, as usernames cannot be reused once released.","change username, update display name"
KB000178,Authentication,Biometric Login Enabling: Step by Step,"Fingerprint and face unlock can be enabled on Android from the security section of your settings. This lets you sign in without typing your password each time, while still keeping your account protected on the device.","enable biometric login, fingerprint login, face id login, device unlock"
KB000179,Authentication,How to Reset Your Login Password on the Mobile App,"If you can no longer use your sign-in password, you can restore access yourself in a few steps. Go to the sign-in page on the Mobile App and select the option to reset your password. Enter the email address linked to your account so a recovery message can be sent. Choose a new password you have not used before, mixing letters, numbers, and symbols. If these steps do not resolve it, contact support with your account email and any error message so we can look into it.","password recovery, reset password, identity verification, regain access, authentication"
KB000180,Subscription and Plans,Family Plan Set Uping: Step by Step,Setting up a family plan on Desktop lets you add multiple members under a single subscription and shared billing.,"family plan, shared subscription, add family member"
KB000181,Orders and Shipping,How to Find Your Order Confirmation on Android,Your order confirmation on Android is emailed immediately after purchase and also available in your order history for reference.,"order confirmation, purchase receipt, confirmation email missing"
KB000182,Privacy and Security,How to Manage Your Two-Step Verification on Desktop,"Two-step verification settings on Desktop can be reviewed, updated, or disabled from your security page at any time.","manage two step verification, security settings review"
KB000183,Privacy and Security,Manage Your Two-Step Verification: A Simple Guide,"Two-step verification settings on the Mobile App can be reviewed, updated, or disabled from your security page at any time.","manage two step verification, security settings review"
KB000184,General FAQ,Everything You Need to Know About Language Settings on the Website,You can change the display language for the Website from your account preferences at any time.,"change language, language settings, localization"
KB000185,Technical Support,Slow Performance Improving: Step by Step,"Slow performance on the Mobile App can usually be improved by closing background apps, checking your internet connection speed, and clearing cached data from the settings menu.","app running slow, performance issue, lag, loading slowly"
KB000186,General FAQ,How to Learn Your Contacting Support on iOS,"You can contact support for iOS through live chat, email, or the help center contact form for faster help with account specific issues.","contact support, customer service, get help"
KB000187,Subscription and Plans,How to Request Your Subscription Cancellation on Desktop,You can cancel your subscription on Desktop at any time from the billing settings page. Access continues until the end of the current billing period.,"cancel subscription, stop recurring billing, end plan"
KB000188,Privacy and Security,How to Review Your Login Activity on iOS,Reviewing your recent login activity on iOS helps you spot anything you do not recognize. Look for unfamiliar locations or timestamps and change your password if something looks off.,"review login activity, recent sign ins, suspicious activity"
KB000189,Subscription and Plans,Request Your Subscription Cancellation: A Simple Guide,You can cancel your subscription on the Website at any time from the billing settings page. Access continues until the end of the current billing period.,"cancel subscription, stop recurring billing, end plan"
KB000190,Technical Support,Everything You Need to Know About Bug Report on Android,"If you find a bug on Android, use the report a problem option in settings and include steps to reproduce it. Screenshots help our team resolve issues faster.","report a bug, submit feedback, app issue report"
KB000191,Privacy and Security,How to View Your Privacy Policy on the Mobile App,You can view the privacy policy for the Mobile App at any time from the legal section of your settings. It explains what data is collected and how it is used.,"check privacy policy, privacy policy status, data usage policy"
KB000192,Account Management,Username Changing: Step by Step,"Your username can be changed once every thirty days on the Mobile App from the profile settings page. Choose something unique, as usernames cannot be reused once released.","change username, update display name"
KB000193,General FAQ,Check Your Accessibility: A Simple Guide,"Accessibility options for the Mobile App include screen reader support, adjustable text size, and high contrast display modes.","accessibility options, screen reader support, text size"
KB000194,Authentication,Everything You Need to Know About Verification Code on iOS,"Most issues with a login code on iOS clear up after requesting a fresh one, since codes expire quickly. Check that your phone number or email on file is current, and look in your spam folder for email codes. If codes never arrive, confirm your carrier is not blocking short codes.","verification code not working, verification code delayed, otp not received, code expired"
KB000195,General FAQ,How to Check Your Accessibility on Android,"Accessibility options for Android include screen reader support, adjustable text size, and high contrast display modes.","accessibility options, screen reader support, text size"
KB000196,Orders and Shipping,Everything You Need to Know About Delayed Shipment on Desktop,"If your shipment on Desktop is running later than expected, check the tracking page for the latest carrier update before reaching out, since most delays resolve within a few days.","delayed shipment, late delivery, package delayed"
KB000197,Billing and Payments,Understand Your Subscription Charge: A Simple Guide,"Subscription charges on Android appear on the billing date shown in your account settings. If a charge looks unfamiliar, review your active plans and linked family or team members before contacting support.","unexpected charge, subscription billing, recurring payment, billing cycle"
KB000198,Authentication,How to Troubleshoot Your Login Errors on the Mobile App,"Problems signing in on the Mobile App are often caused by an outdated app version, an expired session, or a typo in your credentials. Clear your cache, confirm your internet connection, and make sure caps lock is off. If the issue continues after several attempts, your account may be temporarily locked for security reasons; wait a few minutes before trying again.","login not working, login error, technical issue, sign in problem, cannot log in"
KB000199,Authentication,How to Enable Your Two-Factor Authentication on the Mobile App,"You can set up two-step verification on the Mobile App in your security settings. Turning this on adds an extra layer of protection so a code is required in addition to your password. Choose to receive the code by text message, email, or an authenticator app. Keep a backup code stored somewhere safe in case you lose access to your device.","set up two-factor authentication, enable two-factor authentication, security code, 2fa, otp"
KB000200,Authentication,How to Understand Your Session Expiration on Android,"For your security, Android automatically signs you out after a period of inactivity. Enable the remember me option on trusted personal devices to stay signed in longer between visits.","session expired, signed out automatically, stay logged in, remember me option"
KB000201,Billing and Payments,Everything You Need to Know About Failed Payment on the Website,"A failed payment on the Website is usually caused by insufficient funds, an expired card, or a bank decline. Update your payment details and retry the charge from your billing page to avoid any service interruption.","payment failed, card declined, billing issue, retry payment"
KB000202,Billing and Payments,Check Status Your Refund: A Simple Guide,"You can check your refund status on Android in the billing history section. Refunds are typically processed within five to ten business days, though your bank may take longer to reflect the credit.","refund status, refund process, money back, pending refund"
KB000203,Billing and Payments,Everything You Need to Know About Payment History on Desktop,Your full payment history is available on Desktop under account activity. You can filter by date range and export the list for expense tracking.,"payment history, transaction history, billing records"
KB000204,General FAQ,Learn Your Getting Started: A Simple Guide,"Getting started with the Website takes only a minute. Create your account, complete your profile, and explore the quick tour to learn the basics.","getting started, new user guide, quick start"
KB000205,Billing and Payments,Understand Your Subscription Charge: A Simple Guide,"Subscription charges on the Website appear on the billing date shown in your account settings. If a charge looks unfamiliar, review your active plans and linked family or team members before contacting support.","unexpected charge, subscription billing, recurring payment, billing cycle"
KB000206,Privacy and Security,Everything You Need to Know About Terms of Service on Android,The current terms of service for Android are available in the legal section of your account and outline the rules for using the product.,"terms of service, user agreement, legal terms"
KB000207,Authentication,Authenticator App Set Uping: Step by Step,"Setting up an authenticator app on iOS takes only a minute and improves your account security. Download a supported authenticator app, scan the QR code shown in your security settings, and enter the six digit code it generates to confirm the link.","set up authenticator app, enable authenticator app, google authenticator, totp setup"
KB000208,Account Management,Email Address Changing: Step by Step,"You can change the email address linked to your account on the Website from the account settings page. A confirmation link will be sent to the new address, and it must be verified before the change takes effect.","change email, update email address, verify new email"
KB000209,Subscription and Plans,How to Start Your Free Trial on iOS,"Starting a free trial on iOS gives you full access to premium features for a limited time, with no charge until the trial ends.","start free trial, trial period, free trial ending"
KB000210,Privacy and Security,Privacy Policy Viewing: Step by Step,You can view the privacy policy for Android at any time from the legal section of your settings. It explains what data is collected and how it is used.,"check privacy policy, privacy policy status, data usage policy"
KB000211,Subscription and Plans,How to Review Your Plan Comparison on iOS,You can compare plans on iOS side by side on the pricing page to see which features are included at each tier.,"compare plans, pricing details, feature comparison"
KB000212,Technical Support,How to Resolve Your Sync Issues on the Mobile App,"If your data is not syncing on the Mobile App, confirm you are signed into the same account on all devices and that background sync is enabled in your settings.","sync not working, data not syncing, sync error"
KB000213,Billing and Payments,Everything You Need to Know About Currency on Android,You can change your billing currency on Android from your account preferences. Note that pricing may vary slightly by region due to exchange rates and local taxes.,"change currency, billing currency, pricing region"
KB000214,Authentication,Set Up Your Authenticator App: A Simple Guide,"Setting up an authenticator app on the Mobile App takes only a minute and improves your account security. Download a supported authenticator app, scan the QR code shown in your security settings, and enter the six digit code it generates to confirm the link.","set up authenticator app, enable authenticator app, google authenticator, totp setup"
KB000215,General FAQ,Everything You Need to Know About Contacting Support on the Mobile App,"You can contact support for the Mobile App through live chat, email, or the help center contact form for faster help with account specific issues.","contact support, customer service, get help"
KB000216,Billing and Payments,How to Access Your Invoice on iOS,"You can view and download your invoices from iOS at any time under the billing section of your account. Each invoice lists the charge date, amount, and payment method used, and can be exported as a PDF for your records.","download invoice, view billing history, receipt, invoice pdf"
KB000217,Privacy and Security,Manage Your Permissions: A Simple Guide,"App permissions on iOS control what data and device features are shared. Review and adjust camera, location, and contact permissions at any time in settings.","manage permissions, app permissions, location access"
KB000218,Orders and Shipping,Everything You Need to Know About Delayed Shipment on iOS,"If your shipment on iOS is running later than expected, check the tracking page for the latest carrier update before reaching out, since most delays resolve within a few days.","delayed shipment, late delivery, package delayed"
KB000219,Orders and Shipping,Check Your Order Tracking: A Simple Guide,You can track your order on iOS from the order history page. Tracking updates as the package moves through each shipping stage.,"track order, order status, shipment tracking"
KB000220,Technical Support,How to Fix Your App Crashing on the Mobile App,"If the Mobile App keeps crashing, start by updating to the latest version, then restart your device. Clearing the app cache or reinstalling it often resolves crashes caused by corrupted temporary files.","app crashing, app keeps closing, force close, app not responding"
KB000221,Subscription and Plans,How to Apply Your Student Discount on Android,A student discount can be applied on Android by verifying your student status through the verification partner linked in your billing settings.,"student discount, education pricing, verify student status"
KB000222,Billing and Payments,Resolve Your Failed Payment: A Simple Guide,"A failed payment on Desktop is usually caused by insufficient funds, an expired card, or a bank decline. Update your payment details and retry the charge from your billing page to avoid any service interruption.","payment failed, card declined, billing issue, retry payment"
KB000223,Privacy and Security,Everything You Need to Know About Data Deletion on Android,Requesting deletion of your personal data on Android can be done from the privacy settings. Some information may be retained briefly where required by law.,"delete my data, data removal request, right to be forgotten"
KB000224,Orders and Shipping,How to Start Your Returns on Desktop,"Starting a return on Desktop is simple from the order history page. Print the prepaid label, pack the item securely, and drop it off at any listed carrier location.","return item, start a return, return label"
KB000225,General FAQ,Change Your Language Settings: A Simple Guide,You can change the display language for the Mobile App from your account preferences at any time.,"change language, language settings, localization"
KB000226,Account Management,Account Recovery Using: Step by Step,"If you lose access to your account on Desktop, the account recovery flow will ask you to verify your identity using a backup email, phone number, or security questions.","account recovery, recover lost account, identity verification"
KB000227,Account Management,Profile Details Updating: Step by Step,"Updating your profile details on Android takes only a minute and helps keep your account information current. Open your account settings, edit your name, phone number, or address, and save the changes.","update profile, edit account details, change personal information"
KB000228,Subscription and Plans,Everything You Need to Know About Free Trial on the Mobile App,"Starting a free trial on the Mobile App gives you full access to premium features for a limited time, with no charge until the trial ends.","start free trial, trial period, free trial ending"
KB000229,Technical Support,Fix Your Connectivity: A Simple Guide,"Connectivity issues on the Website are often resolved by switching between wifi and mobile data, restarting your router, or checking for a wider service outage.","connection issue, cannot connect, network error"
KB000230,Technical Support,How to Submit Your Bug Report on iOS,"If you find a bug on iOS, use the report a problem option in settings and include steps to reproduce it. Screenshots help our team resolve issues faster.","report a bug, submit feedback, app issue report"
KB000231,Orders and Shipping,How to Check Your Order Tracking on the Mobile App,You can track your order on the Mobile App from the order history page. Tracking updates as the package moves through each shipping stage.,"track order, order status, shipment tracking"
KB000232,Account Management,Update Your Profile Picture: A Simple Guide,"Updating your profile picture on the Website is simple: open your profile, select the current image, and upload a new photo from your device.","update profile picture, change avatar, upload photo"
KB000233,Billing and Payments,Failed Payment Resolving: Step by Step,"A failed payment on iOS is usually caused by insufficient funds, an expired card, or a bank decline. Update your payment details and retry the charge from your billing page to avoid any service interruption.","payment failed, card declined, billing issue, retry payment"
KB000234,Billing and Payments,Currency Changing: Step by Step,You can change your billing currency on iOS from your account preferences. Note that pricing may vary slightly by region due to exchange rates and local taxes.,"change currency, billing currency, pricing region"
KB000235,Orders and Shipping,Understand Your Shipping Cost: A Simple Guide,"Shipping costs on Desktop are calculated at checkout based on your location, order weight, and chosen delivery speed.","shipping cost, delivery fee, free shipping threshold"
KB000236,Subscription and Plans,Auto-Renewal Managing: Step by Step,Auto-renewal for your subscription on Desktop can be turned off from the billing settings if you do not want to be charged automatically at the end of your term.,"turn off auto renewal, manage renewal, avoid automatic charge"
KB000237,Orders and Shipping,How to Change Your Shipping Address on iOS,"You can update your shipping address on iOS before an order ships. Once a package is in transit, contact support to see if a redirection is possible.","change shipping address, update delivery address, wrong address"
KB000238,Technical Support,Everything You Need to Know About App Update on the Website,Updating the Website to the newest version brings bug fixes and performance improvements. Enable automatic updates in your app store settings so you never miss one.,"update app, latest version, app update available"
KB000239,Account Management,How to Merge Your Duplicate Accounts on iOS,"If you accidentally created more than one account on iOS, contact support with both account emails to request a merge. This combines your history and settings into a single account.","merge accounts, duplicate account, combine accounts"
KB000240,Billing and Payments,Review Your Payment History: A Simple Guide,Your full payment history is available on Android under account activity. You can filter by date range and export the list for expense tracking.,"payment history, transaction history, billing records"
KB000241,Technical Support,Bug Report Submiting: Step by Step,"If you find a bug on the Website, use the report a problem option in settings and include steps to reproduce it. Screenshots help our team resolve issues faster.","report a bug, submit feedback, app issue report"
KB000242,Technical Support,How to Fix Your Connectivity on Android,"Connectivity issues on Android are often resolved by switching between wifi and mobile data, restarting your router, or checking for a wider service outage.","connection issue, cannot connect, network error"
KB000243,Billing and Payments,How to Access Your Invoice on Desktop,"You can view and download your invoices from Desktop at any time under the billing section of your account. Each invoice lists the charge date, amount, and payment method used, and can be exported as a PDF for your records.","download invoice, view billing history, receipt, invoice pdf"
KB000244,Orders and Shipping,How to Check Your Out of Stock on the Mobile App,"If an item is out of stock on the Mobile App, you can turn on restock notifications to be emailed as soon as it becomes available again.","out of stock, restock notification, item unavailable"
KB000245,Privacy and Security,Read Your Terms of Service: A Simple Guide,The current terms of service for the Mobile App are available in the legal section of your account and outline the rules for using the product.,"terms of service, user agreement, legal terms"
KB000246,Privacy and Security,Request Your Data Deletion: A Simple Guide,Requesting deletion of your personal data on iOS can be done from the privacy settings. Some information may be retained briefly where required by law.,"delete my data, data removal request, right to be forgotten"
KB000247,Subscription and Plans,Apply Your Student Discount: A Simple Guide,A student discount can be applied on iOS by verifying your student status through the verification partner linked in your billing settings.,"student discount, education pricing, verify student status"
KB000248,General FAQ,How to Change Your Language Settings on Android,You can change the display language for Android from your account preferences at any time.,"change language, language settings, localization"
KB000249,General FAQ,Referral Program Joining: Step by Step,Joining the referral program on the Website lets you earn rewards for inviting friends who sign up and become active users.,"referral program, invite friends, earn rewards"
KB000250,Account Management,How to Change Your Username on Android,"Your username can be changed once every thirty days on Android from the profile settings page. Choose something unique, as usernames cannot be reused once released.","change username, update display name"
KB000251,Billing and Payments,How to Update Your Payment Method on Desktop,"Updating your payment method on Desktop only takes a moment. Open your billing settings, remove the expired card, and add a new card or payment option. Future charges will automatically use the updated method.","update payment method, change credit card, add payment option, expired card"
KB000252,Authentication,Account Lockout Resolving: Step by Step,"Repeated failed sign-in attempts on Android can temporarily lock your account as a security measure. Wait for the cooldown period to pass, or use the account recovery flow to verify your identity and regain access sooner.","account locked, too many attempts, unlock account, temporary lockout"
KB000253,Technical Support,Install Your App Update: A Simple Guide,Updating the Mobile App to the newest version brings bug fixes and performance improvements. Enable automatic updates in your app store settings so you never miss one.,"update app, latest version, app update available"
KB000254,Billing and Payments,Review Your Payment History: A Simple Guide,Your full payment history is available on the Website under account activity. You can filter by date range and export the list for expense tracking.,"payment history, transaction history, billing records"
KB000255,Privacy and Security,Everything You Need to Know About Device Management on iOS,The device management page on iOS lists every device currently signed into your account. Remove any device you do not recognize to keep your account secure.,"manage devices, signed in devices, remove device access"
KB000256,Orders and Shipping,Everything You Need to Know About Order Cancellation on the Mobile App,"Orders can be canceled on the Mobile App within a short window after purchase, as long as the item has not already shipped. Go to order history and select cancel order.","cancel order, stop shipment, order cancellation window"
KB000257,Privacy and Security,Request Your Data Export: A Simple Guide,You can request an export of your personal data on Android from the privacy settings page. The export is prepared as a downloadable file and usually ready within a few days.,"export my data, download personal data, data portability"
KB000258,Orders and Shipping,Everything You Need to Know About Order Cancellation on Desktop,"Orders can be canceled on Desktop within a short window after purchase, as long as the item has not already shipped. Go to order history and select cancel order.","cancel order, stop shipment, order cancellation window"
KB000259,Technical Support,How to Fix Your Connectivity on iOS,"Connectivity issues on iOS are often resolved by switching between wifi and mobile data, restarting your router, or checking for a wider service outage.","connection issue, cannot connect, network error"
KB000260,Subscription and Plans,Start Your Free Trial: A Simple Guide,"Starting a free trial on Desktop gives you full access to premium features for a limited time, with no charge until the trial ends.","start free trial, trial period, free trial ending"
KB000261,Technical Support,How to Understand Your Error Codes on iOS,"Error codes shown on iOS usually include a short reference number. Search the help center for that code, or contact support with a screenshot for a faster diagnosis.","error code meaning, what does this error mean, troubleshoot error"
KB000262,Billing and Payments,Everything You Need to Know About Subscription Charge on iOS,"Subscription charges on iOS appear on the billing date shown in your account settings. If a charge looks unfamiliar, review your active plans and linked family or team members before contacting support.","unexpected charge, subscription billing, recurring payment, billing cycle"
KB000263,Subscription and Plans,Family Plan Set Uping: Step by Step,Setting up a family plan on iOS lets you add multiple members under a single subscription and shared billing.,"family plan, shared subscription, add family member"
KB000264,General FAQ,Everything You Need to Know About Pricing on iOS,"You can check current pricing for iOS at any time on the pricing page, which lists every plan and its included features.","check pricing, pricing details, plan cost"
KB000265,General FAQ,Feature Overview Exploring: Step by Step,"A full feature overview for Desktop is available in the help center, covering everything from basic setup to advanced tools.","feature overview, what can it do, product features"
KB000266,Orders and Shipping,Start Your Returns: A Simple Guide,"Starting a return on the Website is simple from the order history page. Print the prepaid label, pack the item securely, and drop it off at any listed carrier location.","return item, start a return, return label"
KB000267,Privacy and Security,How to Manage Your Permissions on the Mobile App,"App permissions on the Mobile App control what data and device features are shared. Review and adjust camera, location, and contact permissions at any time in settings.","manage permissions, app permissions, location access"
KB000268,Account Management,Everything You Need to Know About Duplicate Accounts on the Website,"If you accidentally created more than one account on the Website, contact support with both account emails to request a merge. This combines your history and settings into a single account.","merge accounts, duplicate account, combine accounts"
KB000269,Subscription and Plans,Auto-Renewal Managing: Step by Step,Auto-renewal for your subscription on the Mobile App can be turned off from the billing settings if you do not want to be charged automatically at the end of your term.,"turn off auto renewal, manage renewal, avoid automatic charge"
KB000270,Authentication,How to Reset Your Login Password on the Website,"If you can no longer use your sign-in password, you can restore access yourself in a few steps. Go to the sign-in page on the Website and select the option to reset your password. Enter the email address linked to your account so a recovery message can be sent. Choose a new password you have not used before, mixing letters, numbers, and symbols. If these steps do not resolve it, contact support with your account email and any error message so we can look into it.","password recovery, reset password, identity verification, regain access, authentication"
KB000271,Subscription and Plans,Set Up Your Family Plan: A Simple Guide,Setting up a family plan on Android lets you add multiple members under a single subscription and shared billing.,"family plan, shared subscription, add family member"
KB000272,Authentication,Everything You Need to Know About Authenticator App on Android,"Setting up an authenticator app on Android takes only a minute and improves your account security. Download a supported authenticator app, scan the QR code shown in your security settings, and enter the six digit code it generates to confirm the link.","set up authenticator app, enable authenticator app, google authenticator, totp setup"
KB000273,Technical Support,Resolve Your Sync Issues: A Simple Guide,"If your data is not syncing on the Website, confirm you are signed into the same account on all devices and that background sync is enabled in your settings.","sync not working, data not syncing, sync error"
KB000274,Account Management,Everything You Need to Know About Account Deactivation on Android,Deactivating your account on Android temporarily hides your profile without deleting your data. You can reactivate at any time simply by signing back in.,"deactivate account, temporary account pause, hide profile"
KB000275,Privacy and Security,How to Manage Your Two-Step Verification on Android,"Two-step verification settings on Android can be reviewed, updated, or disabled from your security page at any time.","manage two step verification, security settings review"
KB000276,General FAQ,How to Check Your Pricing on the Mobile App,"You can check current pricing for the Mobile App at any time on the pricing page, which lists every plan and its included features.","check pricing, pricing details, plan cost"
KB000277,Subscription and Plans,Review Your Plan Comparison: A Simple Guide,You can compare plans on the Mobile App side by side on the pricing page to see which features are included at each tier.,"compare plans, pricing details, feature comparison"
KB000278,Orders and Shipping,Start Your Returns: A Simple Guide,"Starting a return on iOS is simple from the order history page. Print the prepaid label, pack the item securely, and drop it off at any listed carrier location.","return item, start a return, return label"
KB000279,Privacy and Security,How to View Your Privacy Policy on the Website,You can view the privacy policy for the Website at any time from the legal section of your settings. It explains what data is collected and how it is used.,"check privacy policy, privacy policy status, data usage policy"
KB000280,Privacy and Security,Everything You Need to Know About Device Management on the Mobile App,The device management page on the Mobile App lists every device currently signed into your account. Remove any device you do not recognize to keep your account secure.,"manage devices, signed in devices, remove device access"
KB000281,Orders and Shipping,Returns Starting: Step by Step,"Starting a return on Android is simple from the order history page. Print the prepaid label, pack the item securely, and drop it off at any listed carrier location.","return item, start a return, return label"
KB000282,General FAQ,How to Track Your Common Questions on the Website,This article explains what your most common question about the Website usually covers and links to detailed guides for each topic.,"common question, faq, help topics"
